28 85,52 96,50 72,78 83,77
19 97,50 111,47 84,77 98,77
18 113,47 128,44 100,76 116,76
9 136,42 157,38 124,75 145,74
9 158,38 182,33 147,74 172,72
2 185,32 215,27 176,72 207,70
0 217,26 254,19 210,70 251,68
plate 88,43 266,0 66,86 265,84
16 174,294 194,292 181,334 201,334
10 197,292 219,290 204,333 225,333
21 221,290 245,288 227,333 250,333
8 256,287 283,285 262,332 287,332
5 286,285 315,282 291,332 319,331
0 317,282 349,279 321,331 351,330
5 353,279 388,276 355,330 388,330
plate 168,278 397,252 181,344 398,344
