16 412,478 418,477 408,491 414,490
12 418,477 425,476 415,490 422,490
29 425,476 432,475 422,490 429,490
9 436,475 444,474 433,490 442,490
2 445,474 453,473 443,490 451,489
4 454,473 464,472 452,489 463,489
2 465,472 475,471 464,489 474,489
plate 413,473 479,463 406,494 478,494
33 91,223 96,222 85,235 91,234
21 97,222 103,221 92,234 98,234
27 103,221 110,220 98,234 105,234
2 113,220 120,219 108,234 117,233
0 121,219 129,218 118,233 126,233
2 130,217 140,216 127,233 138,233
5 141,216 151,214 139,233 151,232
plate 93,218 156,207 83,238 155,238
