26 67,423 86,424 53,471 74,472
27 88,424 106,426 77,472 97,472
10 108,426 126,427 99,472 119,473
6 133,428 150,429 127,473 145,473
4 151,429 167,430 147,473 164,474
9 169,430 184,432 166,474 182,474
0 186,432 200,433 184,474 200,474
plate 69,407 204,420 47,485 204,486
25 128,157 163,159 144,226 176,227
29 167,160 199,162 179,227 209,227
30 202,163 232,165 212,227 240,228
3 245,166 273,168 252,228 279,228
4 276,168 303,171 282,228 306,229
7 305,171 329,173 308,229 331,229
9 332,173 356,175 334,229 356,230
plate 117,126 362,152 144,243 362,244
