19 65,58 94,59 72,118 101,118
33 98,59 126,60 104,118 132,119
14 129,60 157,61 134,119 161,119
2 169,61 196,62 173,119 199,119
8 199,62 226,63 202,119 228,119
5 228,63 253,64 230,119 255,120
7 256,64 281,65 257,120 282,120
plate 58,32 288,42 71,134 288,134
16 367,92 374,91 372,104 379,104
28 375,91 383,90 379,104 387,104
25 383,90 391,90 387,104 395,104
4 395,89 405,89 399,104 408,104
5 406,88 415,88 409,104 418,103
7 417,88 428,87 419,103 429,103
0 429,87 440,86 431,103 441,103
plate 364,85 445,76 372,108 445,107
