11 70,348 82,349 74,370 85,370
27 83,349 94,350 86,370 97,370
10 94,350 104,350 97,370 106,371
1 108,351 118,351 110,371 120,371
8 119,351 127,352 121,371 128,371
0 128,352 137,353 129,371 137,371
7 138,353 145,353 138,371 145,371
plate 67,338 148,345 74,376 148,376
12 194,224 211,222 189,259 206,258
31 212,222 230,221 207,258 226,258
32 232,220 251,219 228,258 247,257
1 261,218 281,216 257,257 278,256
7 283,216 307,213 280,256 304,256
0 309,213 334,211 307,256 332,255
0 337,210 364,208 336,255 364,254
plate 195,211 372,189 186,269 372,268
