27 75,434 87,435 78,457 89,457
16 88,435 99,436 90,457 101,457
26 99,436 109,437 101,457 111,457
7 114,437 123,438 115,458 124,458
6 124,438 132,439 125,458 132,458
0 133,439 141,439 133,458 141,458
5 142,440 148,440 142,458 148,458
plate 72,422 151,432 78,463 151,463
27 211,212 227,209 195,249 212,248
15 229,209 247,207 214,248 233,248
19 249,207 268,204 234,247 255,247
8 278,203 301,200 265,246 289,245
7 303,199 329,196 292,245 320,244
9 331,196 359,192 322,244 353,243
4 362,192 394,188 357,243 393,242
plate 215,198 404,168 188,260 403,259
