29 177,324 190,325 174,352 187,352
16 191,325 203,325 188,352 200,352
29 205,325 217,326 203,352 215,352
2 222,326 233,326 220,352 232,353
6 234,326 245,327 233,353 244,353
0 247,327 258,327 246,353 257,353
4 258,327 269,328 258,353 269,353
plate 177,314 272,318 172,360 272,360
32 72,15 87,13 59,48 75,48
12 89,13 105,11 76,48 94,47
26 107,11 124,9 96,47 114,47
4 133,8 153,6 124,46 145,46
5 155,5 177,3 147,46 171,45
0 179,3 203,0 173,45 198,44
4 206,0 232,-2 202,44 231,43
plate 75,3 240,-20 54,59 239,58
