29 32,361 57,363 44,412 67,412
21 60,363 83,365 69,412 91,412
12 86,365 108,367 93,412 114,413
6 117,367 137,369 122,413 141,413
2 139,369 159,370 143,413 162,414
4 161,370 179,372 163,414 181,414
3 181,372 199,373 182,414 199,414
plate 25,341 203,357 44,423 203,424
33 253,95 265,94 262,120 274,119
11 267,94 280,94 276,119 288,119
20 283,94 297,93 290,119 303,119
6 304,93 319,92 309,119 324,119
7 320,92 336,92 325,119 340,119
9 337,91 354,91 341,119 356,119
3 356,91 372,90 358,119 373,119
plate 247,84 377,78 262,126 378,126
