27 62,213 92,218 52,282 84,283
11 94,218 120,223 86,283 114,285
14 122,223 144,227 116,285 140,286
8 155,229 174,232 151,286 171,287
7 176,233 194,236 173,287 192,288
5 196,236 212,239 194,288 211,289
8 214,239 229,242 213,289 228,290
plate 64,187 232,224 46,302 232,304
23 296,417 319,418 289,468 313,468
12 321,419 343,420 315,468 338,469
20 345,420 366,421 340,469 362,469
3 374,422 394,423 371,469 392,469
7 396,423 415,425 393,469 413,470
6 416,425 435,426 415,470 434,470
0 436,426 454,427 435,470 453,470
plate 296,398 458,411 285,483 458,483
