29 65,262 99,265 72,334 105,335
24 103,265 134,269 109,335 139,335
26 137,269 166,272 141,336 169,336
8 179,273 205,276 182,337 208,337
9 208,276 233,279 210,337 234,338
7 235,279 258,281 236,338 259,338
6 260,281 282,284 261,338 282,339
plate 58,231 287,261 70,353 288,354
13 241,126 260,125 234,169 253,168
18 261,125 283,124 255,168 277,168
30 284,124 306,122 279,168 301,167
2 316,122 339,120 311,167 336,167
9 341,120 365,118 338,167 362,166
5 368,118 394,117 366,166 392,166
0 396,117 423,115 394,166 422,165
plate 241,111 431,95 229,181 430,180
