21 33,405 59,409 19,468 48,470
16 61,410 84,414 50,470 76,471
17 86,415 106,419 78,471 100,472
4 114,420 132,424 109,473 128,474
4 134,424 150,427 130,474 147,475
6 151,427 166,430 149,475 164,476
1 167,430 180,433 166,476 180,477
plate 35,382 183,418 11,488 183,490
25 288,432 318,435 301,489 328,490
10 320,435 347,438 331,490 356,490
22 350,438 375,440 358,490 381,491
0 385,441 408,444 391,491 412,492
6 410,444 431,446 414,492 433,492
8 432,446 452,448 435,492 453,493
5 454,448 472,450 455,493 472,493
plate 279,406 476,432 302,504 476,504
