19 56,373 75,377 50,421 71,422
11 78,377 96,380 73,422 93,423
25 97,380 114,383 94,423 111,424
0 120,384 134,386 118,424 132,425
4 136,387 148,389 134,425 147,425
3 149,389 161,391 148,425 161,426
3 162,391 173,393 162,426 173,426
plate 56,355 176,381 46,435 176,436
14 369,240 381,241 374,264 386,265
33 383,241 394,243 387,265 398,265
26 394,243 405,244 398,265 408,265
2 410,244 419,245 412,265 421,266
6 420,245 428,246 422,266 429,266
2 429,246 437,247 430,266 438,266
6 438,247 445,248 439,266 445,266
plate 365,228 447,240 374,271 447,271
