14 232,225 242,224 228,245 238,244
33 243,224 254,222 239,244 250,244
15 255,222 267,220 251,244 264,243
8 274,219 289,216 270,243 285,242
5 291,216 308,213 287,242 305,241
3 311,213 332,209 308,241 330,240
7 335,209 361,204 333,240 360,239
plate 233,218 370,189 226,250 369,249
24 27,254 43,252 36,281 51,281
25 44,252 61,250 53,281 69,280
24 63,250 81,248 70,280 88,280
5 90,247 111,245 97,280 117,279
9 113,245 138,242 119,279 142,278
4 140,242 167,239 145,278 170,278
9 170,239 201,235 173,278 202,277
plate 22,243 209,216 37,288 210,287
