32 69,42 87,41 62,80 81,79
29 88,41 107,39 82,79 102,79
17 109,39 128,38 104,79 123,78
8 138,37 159,35 134,78 155,78
0 161,35 184,33 157,78 181,77
5 186,33 210,32 183,77 208,77
8 213,31 238,29 211,77 238,76
plate 70,28 245,11 59,90 245,90
25 137,197 156,200 129,245 150,246
16 158,201 176,204 152,246 171,247
17 177,204 193,207 173,247 190,248
1 200,208 213,210 197,248 211,248
0 215,210 227,212 213,249 225,249
4 228,213 240,215 227,249 239,250
5 240,215 251,217 240,250 251,250
plate 138,179 254,205 124,259 254,260
