19 78,126 103,129 72,182 98,183
16 105,129 128,131 101,183 125,183
24 131,132 152,134 127,183 149,184
7 161,135 180,137 158,184 179,185
4 182,137 201,139 180,185 199,186
4 202,139 219,141 201,186 219,186
7 221,141 237,143 220,186 237,187
plate 78,104 241,127 68,198 241,199
24 333,245 349,247 339,278 354,278
33 351,247 366,248 356,278 370,278
21 368,248 382,250 372,278 385,279
1 388,250 400,251 390,279 402,279
3 401,251 413,253 403,279 415,279
2 415,253 426,254 416,279 427,280
6 427,254 438,255 428,280 438,280
plate 329,231 440,244 340,286 440,287
