13 313,310 324,311 317,332 328,332
20 325,311 336,312 329,332 339,332
25 336,312 347,312 339,332 349,333
7 351,313 360,313 353,333 362,333
7 361,313 370,314 363,333 370,333
3 371,314 379,315 371,333 380,333
5 380,315 387,315 381,333 388,333
plate 310,300 390,307 317,338 390,338
27 50,94 72,93 64,134 85,133
30 74,93 97,92 87,133 109,133
17 99,92 122,91 111,133 132,133
9 134,91 158,90 143,133 165,133
3 160,89 186,88 167,133 192,132
6 189,88 215,87 194,132 218,132
9 219,87 246,86 222,132 247,132
plate 41,76 253,64 66,144 254,143
