21 59,353 94,358 67,428 101,429
10 96,358 129,363 103,429 134,430
12 131,364 159,368 137,430 163,431
7 171,370 196,373 175,432 199,433
3 198,374 220,377 201,433 222,433
8 223,377 243,380 224,434 244,434
6 245,381 263,383 245,434 263,435
plate 50,320 268,363 65,447 268,449
28 220,472 229,471 214,492 223,492
32 230,471 239,471 224,492 234,491
15 241,470 251,470 236,491 246,491
4 255,469 266,468 251,491 262,491
4 267,468 279,467 263,491 276,490
2 280,467 293,466 278,490 291,490
2 294,466 307,465 292,490 307,490
plate 222,465 311,456 211,498 311,497
