12 72,338 84,336 62,361 74,361
22 85,335 97,333 75,361 88,360
10 99,333 113,331 89,360 104,359
5 120,329 138,326 111,359 129,358
2 140,326 160,322 131,358 154,357
7 163,322 188,317 156,356 183,355
4 190,317 221,312 186,355 220,353
plate 75,329 230,296 58,368 229,366
16 96,404 124,408 88,469 118,470
33 127,408 152,412 120,470 147,471
19 155,412 177,415 150,471 173,472
0 188,417 208,419 184,472 205,473
7 209,420 229,422 207,473 227,474
9 230,423 247,425 229,474 246,475
6 249,425 265,427 249,475 265,475
plate 97,379 269,410 83,488 269,489
