32 94,115 100,114 89,127 95,127
16 100,114 107,114 96,127 102,127
20 107,114 113,113 102,127 109,126
3 117,112 124,111 113,126 121,126
9 125,111 133,110 122,126 130,126
2 134,110 144,109 131,126 142,125
2 145,109 155,107 144,125 155,125
plate 96,111 159,100 87,131 159,130
13 67,194 90,196 73,239 95,240
21 91,196 113,198 96,240 117,240
17 114,198 134,200 118,240 137,241
5 143,200 160,202 145,241 162,241
1 162,202 179,203 164,241 180,242
1 181,203 196,205 182,242 197,242
7 198,205 213,206 199,242 213,242
plate 62,174 217,191 72,251 217,252
