25 83,292 95,291 69,319 82,318
13 96,290 110,288 83,318 97,318
24 111,288 126,286 98,318 114,317
8 133,285 151,282 121,317 140,316
3 152,282 173,278 142,316 164,315
7 175,278 198,274 166,314 192,313
5 201,274 228,270 195,313 226,312
plate 87,283 235,255 64,327 234,326
20 291,426 298,425 287,443 295,443
33 299,425 307,424 295,443 304,442
16 308,424 317,424 305,442 314,442
8 321,423 331,422 319,442 328,442
2 331,422 343,421 329,442 341,442
7 344,421 354,420 342,441 353,441
7 355,420 368,419 355,441 368,441
plate 291,420 371,412 285,447 371,446
