25 79,272 90,273 82,294 93,294
27 91,273 102,273 94,294 104,294
20 102,273 112,274 104,294 114,294
8 116,274 126,275 118,294 127,294
5 127,275 135,275 128,294 135,294
9 136,276 144,276 136,294 144,295
9 145,276 152,277 145,295 152,295
plate 76,261 155,268 82,299 155,300
23 175,99 191,100 182,134 197,134
18 194,101 209,102 199,134 214,135
13 211,102 227,103 216,135 231,135
7 234,103 249,104 237,135 252,135
0 250,104 264,105 253,135 266,135
1 265,105 279,106 267,135 280,136
6 281,106 293,107 282,136 293,136
plate 169,85 297,95 181,143 297,143
