11 61,409 83,409 70,451 92,451
13 85,409 108,408 94,451 115,451
27 110,408 133,407 117,451 139,450
3 144,407 168,406 150,450 172,450
5 170,406 195,405 174,450 198,450
4 197,405 222,404 200,450 224,450
5 225,404 251,403 227,450 252,450
plate 55,391 258,383 71,462 258,462
33 109,74 116,73 115,85 122,85
11 117,73 124,72 123,85 130,84
26 124,72 132,71 130,84 137,84
4 136,71 146,70 141,84 150,84
1 147,70 156,69 151,84 160,84
1 157,69 170,68 161,84 172,83
1 171,67 184,66 173,83 184,83
plate 106,69 189,56 116,87 189,87
