13 85,194 99,192 93,220 108,219
27 101,192 117,190 109,219 125,219
19 119,190 136,187 127,219 144,218
3 146,186 168,183 153,218 174,217
8 170,183 196,179 176,217 202,216
7 199,179 229,175 204,216 232,215
6 233,174 269,169 237,215 270,214
plate 80,183 280,147 95,226 281,225
20 298,379 311,377 303,403 317,402
15 312,377 327,375 318,402 333,402
10 329,374 346,372 334,402 351,401
2 355,370 375,367 360,401 380,400
9 378,367 403,363 382,400 407,399
9 406,363 436,358 409,399 438,398
7 440,357 477,352 443,398 478,396
plate 295,369 489,330 304,409 489,408
