10 54,138 77,141 49,192 73,193
12 79,141 100,144 75,193 97,194
22 103,144 122,146 99,194 119,194
6 130,147 147,149 127,195 146,195
3 149,149 166,151 148,195 165,196
8 167,151 183,153 166,196 182,196
7 184,153 199,155 184,196 199,197
plate 54,119 203,141 45,206 202,207
32 156,406 168,407 153,434 166,434
19 169,407 181,408 167,435 180,435
31 182,409 193,410 181,435 191,435
8 197,410 207,411 196,435 206,435
8 208,411 217,412 207,435 217,436
9 218,412 227,413 218,436 226,436
9 227,413 236,414 227,436 236,436
plate 156,396 238,406 152,441 238,441
