25 234,459 248,461 228,491 243,491
27 249,461 261,462 244,491 257,492
19 263,462 275,463 259,492 272,492
1 280,464 290,465 277,492 288,492
0 291,465 301,466 289,493 300,493
4 303,466 313,467 302,493 312,493
9 313,467 323,468 313,493 322,493
plate 235,448 325,459 225,500 325,501
19 46,56 75,61 29,129 61,130
22 77,61 104,66 64,130 94,132
19 106,66 129,70 96,132 122,133
5 139,72 160,75 132,133 155,134
4 162,76 180,79 157,135 177,135
8 182,79 199,82 180,136 198,136
8 201,83 216,85 199,136 216,137
plate 48,29 221,68 20,151 220,153
