14 59,425 89,427 69,483 97,484
26 91,427 119,429 100,484 126,485
24 122,430 147,431 128,485 152,485
7 159,432 182,434 164,485 186,486
2 184,434 207,436 188,486 209,486
6 209,436 230,438 211,486 231,487
8 232,438 252,440 234,487 252,487
plate 52,399 257,420 70,499 257,499
32 201,270 221,269 208,311 228,310
14 223,269 246,268 230,310 252,310
19 248,267 271,266 253,310 276,310
1 282,265 308,264 286,310 311,309
6 310,263 336,262 313,309 339,309
7 339,262 368,260 342,309 369,308
0 370,260 400,258 372,308 400,308
plate 195,254 409,236 207,321 409,321
