26 62,322 90,323 71,378 97,379
21 92,323 120,324 100,379 126,379
12 122,324 149,325 129,379 154,379
4 160,325 187,326 165,379 190,379
1 189,326 213,327 192,380 216,380
3 216,327 240,328 219,380 242,380
5 242,328 266,329 244,380 266,380
plate 54,298 272,308 70,393 272,393
21 225,270 237,268 231,293 243,292
18 239,268 252,266 244,292 257,292
28 254,266 269,264 259,292 274,291
3 276,263 294,260 281,291 299,291
5 296,260 318,257 301,290 321,290
0 320,257 346,253 324,290 348,289
3 348,253 379,249 351,289 380,288
plate 222,261 388,232 231,298 388,297
