28 36,215 70,219 50,281 81,282
15 73,219 103,223 84,282 112,283
15 106,223 132,226 114,283 139,284
4 144,228 168,231 150,284 172,285
4 170,231 192,234 174,285 195,285
3 194,234 214,237 197,285 215,286
4 216,237 234,239 218,286 235,286
plate 26,184 239,219 51,298 239,299
31 266,138 278,135 250,164 262,164
15 279,135 293,133 263,164 277,163
27 294,132 309,130 278,163 294,162
7 317,128 335,125 302,161 321,160
8 336,125 358,121 323,160 347,159
2 361,120 386,116 350,159 378,157
8 389,115 420,110 382,157 417,155
plate 271,128 429,93 244,173 428,171
