14 415,120 423,120 420,138 428,138
26 424,120 435,119 429,138 439,137
14 436,119 446,118 440,137 449,137
2 451,118 461,117 454,137 464,137
6 462,117 475,117 465,137 477,137
0 476,117 488,116 478,137 489,137
4 489,116 503,115 490,137 503,137
plate 412,113 506,106 420,141 506,141
32 66,10 77,9 76,29 87,29
23 78,9 91,7 88,29 101,28
26 91,7 106,5 101,28 116,28
0 113,4 131,2 123,28 139,27
3 133,2 153,0 141,27 160,27
7 156,0 180,-3 162,27 184,26
0 183,-4 212,-8 187,26 214,25
plate 59,2 221,-26 78,34 222,33
