19 165,194 182,195 170,230 186,230
22 184,195 200,196 188,230 203,231
12 202,197 218,198 205,231 220,231
0 224,198 239,200 226,231 240,231
0 240,200 254,201 241,231 255,232
9 255,201 267,202 256,232 268,232
4 269,202 281,203 270,232 281,232
plate 161,179 284,192 169,239 284,240
18 49,370 67,368 63,403 81,402
28 70,368 90,366 83,402 102,402
11 91,366 114,363 104,402 125,401
1 125,362 152,359 136,401 162,400
8 155,358 186,355 165,400 193,400
5 188,354 223,350 196,399 228,399
0 227,350 268,345 232,398 270,398
plate 41,357 280,319 65,411 281,410
