19 26,90 51,91 40,138 62,139
31 53,91 77,93 65,139 86,139
29 79,93 101,94 88,139 109,139
8 110,95 131,96 117,139 136,140
3 133,96 153,97 138,140 157,140
2 155,97 174,98 159,140 176,140
7 176,98 195,100 178,140 195,141
plate 18,69 199,83 40,149 199,150
12 278,188 303,187 297,233 320,233
16 306,187 331,185 322,233 346,232
30 333,185 360,184 348,232 373,232
4 373,183 402,182 385,232 412,232
3 405,182 435,180 415,232 442,231
3 438,180 469,179 445,231 474,231
6 473,179 507,177 477,231 508,231
plate 267,168 516,152 299,244 516,243
