31 65,400 94,405 48,473 81,475
31 96,405 123,410 83,475 113,476
20 125,410 148,415 115,476 141,478
5 158,416 179,420 152,478 175,479
6 181,420 199,424 177,479 197,480
5 202,424 219,427 199,480 217,481
7 220,427 235,430 218,481 235,482
plate 67,374 240,412 39,496 239,498
29 328,346 337,345 322,367 331,367
33 338,345 349,343 332,367 344,366
12 350,343 362,342 344,366 357,366
1 368,341 381,339 363,366 377,365
5 383,339 398,336 379,365 395,364
3 400,336 419,334 397,364 417,363
1 420,333 442,330 418,363 441,363
plate 329,339 448,318 319,373 448,372
