10 80,372 104,373 90,416 112,417
28 105,374 127,375 113,417 134,417
12 129,375 149,377 135,417 154,418
6 158,377 176,379 163,418 180,418
5 178,379 196,380 182,418 198,418
4 198,380 214,382 200,418 215,419
4 216,382 231,383 217,419 231,419
plate 73,351 235,367 90,428 236,428
10 281,292 302,291 287,332 308,332
11 304,291 326,290 310,332 331,331
24 328,290 349,289 333,331 354,331
5 360,288 383,287 365,331 387,331
8 386,287 410,286 389,331 413,330
6 413,286 438,285 415,330 439,330
0 441,285 467,283 442,330 467,330
plate 277,275 474,263 287,342 475,342
