22 76,151 85,149 68,172 77,172
17 87,149 98,148 79,172 90,171
22 98,148 110,146 91,171 104,171
7 116,145 129,143 110,171 124,170
8 131,143 146,141 125,170 141,170
4 148,141 166,138 144,169 163,169
2 167,138 188,135 164,169 187,168
plate 78,143 193,123 64,179 193,178
29 213,142 223,143 208,168 219,169
28 224,143 236,144 220,169 232,169
18 237,144 246,145 233,169 243,169
5 251,145 260,146 248,169 258,169
8 261,146 271,146 259,169 269,169
8 271,146 280,147 270,169 279,170
9 281,147 289,148 280,170 289,170
plate 213,134 291,140 205,175 291,175
