24 331,86 344,84 336,112 350,112
30 346,84 361,82 351,112 366,111
22 362,82 379,80 367,111 384,111
1 386,79 406,77 391,111 409,110
3 408,77 429,75 411,110 432,110
5 431,74 455,72 434,109 457,109
5 458,72 486,69 460,109 486,108
plate 327,76 493,52 336,118 494,117
23 25,279 61,282 40,352 73,352
27 65,283 98,286 77,352 108,353
22 100,286 131,289 110,353 139,354
9 144,291 172,293 151,354 177,355
7 175,294 201,296 180,355 204,355
3 203,296 227,299 206,355 229,356
9 230,299 252,301 231,356 253,357
plate 13,246 258,278 40,370 258,371
