17 35,362 56,361 42,401 62,401
18 57,361 79,360 64,401 85,401
13 81,360 103,359 87,401 108,401
9 114,358 137,357 119,400 141,400
0 139,357 164,356 143,400 167,400
0 167,356 192,354 169,400 194,400
0 195,354 222,353 197,399 222,399
plate 30,345 229,332 42,412 229,411
15 398,121 410,123 401,146 413,147
26 411,123 423,124 414,147 425,147
25 423,124 433,126 425,147 435,147
1 437,126 447,127 439,147 448,147
1 448,127 455,128 448,148 456,148
0 456,128 464,129 457,148 464,148
8 465,129 471,130 465,148 471,148
plate 394,109 474,122 400,153 474,153
