3 210,201 222,201 215,223 226,222
7 223,201 236,200 228,222 240,222
0 236,200 250,199 240,222 254,222
3 252,198 265,197 255,222 268,222
26 273,197 289,196 276,221 290,221
15 291,196 308,194 292,221 308,221
plate 207,193 312,183 215,229 312,228
20 329,344 339,344 334,362 344,362
14 340,344 350,343 345,362 354,362
6 355,343 366,343 359,362 369,362
6 367,342 378,342 370,362 380,362
5 379,342 391,341 382,362 392,362
9 392,341 404,341 393,362 405,362
plate 326,337 407,333 335,366 407,366
