28 68,71 84,71 74,104 88,104
29 86,71 101,72 91,104 105,104
32 103,72 119,73 107,104 122,104
7 125,73 140,74 128,105 142,105
8 141,74 155,75 143,105 157,105
8 156,75 170,75 158,105 171,105
6 172,76 185,76 173,105 185,105
plate 63,57 188,65 73,113 188,113
30 234,101 257,103 245,143 266,144
12 258,103 280,104 267,144 287,144
19 281,104 302,105 288,144 308,144
7 311,105 329,106 316,144 333,144
8 331,106 349,107 335,144 352,145
5 351,107 368,108 354,145 370,145
9 370,108 387,109 372,145 387,145
plate 226,82 391,93 246,154 391,154
