12 24,434 60,438 32,511 67,512
22 64,439 97,443 71,512 102,513
16 100,443 129,447 105,513 133,514
4 142,449 169,452 146,515 171,515
5 172,453 196,456 174,516 197,516
4 197,456 220,459 199,516 220,517
0 222,459 243,462 223,517 243,518
plate 16,400 248,440 30,531 248,532
13 302,142 314,141 308,164 320,164
27 315,141 329,139 321,164 334,163
11 330,139 345,137 335,163 350,163
2 352,136 369,134 357,163 373,162
8 371,134 391,132 375,162 394,162
4 393,132 415,129 396,162 418,161
4 418,129 444,126 420,161 445,160
plate 298,133 452,109 308,170 453,169
