17 69,212 84,212 74,241 88,241
14 85,213 99,213 90,241 103,242
25 102,213 115,214 105,242 118,242
5 121,214 133,215 123,242 135,242
1 134,215 147,216 136,242 148,242
3 148,216 160,217 150,242 161,242
6 161,217 172,217 162,242 172,243
plate 66,199 175,207 75,249 175,249
29 357,330 364,329 353,343 360,342
31 364,329 371,328 360,342 367,342
10 371,328 378,327 367,342 375,342
0 381,327 390,326 378,342 387,342
9 391,326 398,325 388,342 396,341
6 399,325 409,324 397,341 408,341
0 410,324 420,323 409,341 420,341
plate 358,324 424,315 351,346 424,346
