11 307,179 325,180 299,219 318,219
25 326,180 344,181 319,219 338,219
31 345,181 362,181 339,220 357,220
5 370,182 385,182 365,220 382,220
2 387,182 402,183 384,220 400,220
3 404,183 419,184 402,220 418,220
1 420,184 435,184 419,220 435,221
plate 308,164 439,170 294,231 439,231
31 76,344 89,345 72,374 85,375
33 90,346 102,347 86,375 99,375
17 103,347 113,349 100,375 111,376
8 118,350 127,351 116,376 126,376
9 128,351 137,352 127,376 136,377
1 138,353 145,354 137,377 145,377
2 146,354 154,355 146,377 154,377
plate 77,333 155,347 69,382 155,383
