23 60,86 79,84 46,130 66,130
16 81,84 102,83 69,130 91,129
15 104,82 126,81 92,129 116,129
7 136,80 160,78 127,129 152,128
9 162,78 188,76 155,128 182,127
8 189,76 216,74 184,127 213,127
2 219,74 248,71 216,127 247,126
plate 62,70 256,51 39,143 255,143
16 138,422 165,425 131,482 159,482
31 167,425 192,427 161,483 187,483
10 194,428 216,430 189,483 212,484
6 227,431 247,433 223,484 245,485
7 249,433 269,435 247,485 267,485
1 271,435 289,437 269,485 288,486
2 291,437 308,439 290,486 308,486
plate 139,399 313,421 126,499 313,500
