32 67,367 83,368 60,406 77,406
30 85,368 101,369 80,406 97,406
18 102,369 118,370 98,406 114,406
0 125,371 138,371 121,407 136,407
6 140,372 153,372 138,407 152,407
8 155,372 169,373 154,407 168,407
4 170,373 183,374 169,407 183,408
plate 67,353 186,362 56,417 186,417
13 218,340 225,340 212,359 220,358
32 226,340 235,339 221,358 230,358
25 236,339 244,338 231,358 240,358
8 249,338 258,338 245,358 254,358
6 259,338 269,337 255,358 267,358
4 270,337 280,336 268,358 278,357
3 281,336 292,335 279,357 292,357
plate 219,334 295,328 209,363 294,363
