29 51,193 68,192 63,222 79,222
15 69,192 88,190 80,222 98,222
33 89,190 109,188 99,222 118,221
3 118,187 140,185 127,221 148,221
3 142,185 167,183 150,221 173,220
0 169,183 196,180 175,220 200,220
2 199,180 229,177 203,220 231,219
plate 45,181 237,158 65,230 238,229
10 226,30 250,32 220,84 245,84
19 252,32 275,34 248,84 271,85
19 277,34 298,36 273,85 296,86
7 307,37 327,39 305,86 325,86
3 329,39 347,41 327,86 346,87
8 349,41 367,43 348,87 366,87
7 368,43 385,44 368,87 385,88
plate 226,9 389,28 216,100 388,100
