30 96,47 114,45 83,88 103,88
17 116,45 136,44 104,88 125,87
15 138,44 158,42 127,87 149,87
2 167,41 190,40 159,87 183,86
7 192,40 215,38 185,86 210,86
2 218,38 242,36 213,86 239,85
1 245,36 270,34 241,85 270,85
plate 98,32 278,15 77,101 278,100
21 79,186 91,184 71,211 84,210
23 93,183 106,181 85,210 99,210
15 108,181 123,179 100,210 116,209
3 130,178 149,175 124,209 143,208
4 151,175 172,171 145,208 167,207
8 174,171 199,167 169,207 196,205
3 202,167 232,162 199,205 230,204
plate 81,176 240,146 68,218 239,217
