10 45,98 67,96 63,138 83,137
29 69,96 93,95 85,137 107,137
30 95,95 120,93 109,137 132,137
5 131,93 159,91 143,137 168,136
6 161,91 189,89 170,136 196,136
8 193,89 223,87 200,136 227,135
9 225,87 257,85 229,135 258,135
plate 35,80 266,62 64,148 267,147
32 109,208 126,209 115,245 131,245
19 129,210 144,211 133,245 148,245
22 147,211 163,212 150,245 166,246
0 169,213 184,214 172,246 186,246
8 185,214 199,215 187,246 200,246
2 200,215 213,216 201,246 213,246
0 215,217 226,217 215,246 226,247
plate 104,193 229,206 114,254 230,254
