33 56,82 88,85 67,144 96,145
23 90,85 119,88 99,145 126,146
11 122,88 147,91 128,146 152,146
3 159,92 182,94 164,146 185,147
9 184,95 206,97 187,147 209,148
3 208,97 228,99 210,148 229,148
2 231,99 249,101 232,148 250,149
plate 49,54 254,82 67,160 254,161
31 82,462 93,461 76,487 88,487
32 94,460 107,459 90,487 103,487
31 108,459 122,458 104,487 118,486
8 128,458 142,456 124,486 139,486
1 144,456 159,455 141,486 157,485
2 161,455 178,453 159,485 177,485
3 179,453 198,452 178,485 197,484
plate 82,452 203,439 73,495 203,494
