30 52,302 71,301 63,339 82,339
17 73,300 95,299 84,339 105,338
22 97,299 120,297 107,338 128,338
8 131,296 157,294 139,337 164,337
6 159,294 187,291 166,337 192,336
8 190,291 220,289 195,336 224,336
2 223,288 256,286 226,336 257,335
plate 45,287 266,263 64,348 266,348
29 139,399 165,401 149,449 173,449
27 167,401 191,402 175,449 198,449
25 194,402 217,403 200,449 222,450
3 227,403 249,405 232,450 253,450
6 251,405 273,406 255,450 275,450
2 275,406 296,407 277,450 297,450
6 298,407 318,408 299,450 318,451
plate 133,378 322,390 149,462 323,462
