24 225,247 237,248 218,275 231,276
12 238,248 250,248 232,276 245,276
13 252,248 263,249 247,276 259,276
5 268,249 278,250 264,276 276,276
1 279,250 290,250 277,276 288,277
2 291,251 302,251 290,277 301,277
0 302,251 312,252 301,277 312,277
plate 226,237 315,243 215,284 314,285
16 55,287 78,290 48,338 72,339
32 79,290 100,294 74,339 95,340
25 101,294 119,297 96,340 116,341
2 127,298 142,300 124,341 140,342
3 143,301 157,303 141,342 156,343
1 159,303 172,305 158,343 171,343
2 173,305 185,307 172,343 184,344
plate 56,266 188,293 43,354 188,355
