30 209,250 236,252 221,301 246,302
29 238,252 264,253 249,302 272,302
32 266,253 290,255 274,302 297,302
5 300,255 323,257 306,303 328,303
8 325,257 347,258 330,303 350,303
8 349,258 370,259 352,303 371,303
3 372,260 391,261 373,303 392,304
plate 201,227 396,243 222,314 396,315
16 36,52 65,53 51,110 78,110
18 67,53 97,55 80,110 107,110
13 99,55 126,56 109,110 135,110
8 139,56 166,57 146,111 172,111
6 168,57 193,58 174,111 197,111
5 196,59 221,60 200,111 223,111
8 223,60 247,61 225,111 247,111
plate 26,27 253,39 51,124 254,124
