33 39,386 73,389 53,456 85,456
20 77,390 109,392 89,456 119,457
21 111,392 142,395 121,457 149,458
2 155,396 183,398 161,458 188,458
5 186,398 212,400 191,458 215,459
8 214,401 238,403 217,459 240,459
4 241,403 265,405 243,459 265,460
plate 28,356 271,382 53,473 271,474
17 232,160 245,158 242,184 254,184
27 247,158 261,157 256,184 270,183
11 263,156 280,154 272,183 287,183
8 287,153 306,151 295,183 313,182
8 308,151 330,148 315,182 336,182
5 333,148 358,145 338,182 362,181
8 361,145 391,141 365,181 392,180
plate 227,151 399,124 242,190 400,189
