14 56,185 90,189 71,254 102,255
18 93,189 125,192 105,255 135,256
23 128,193 156,196 137,256 163,257
0 169,197 195,200 175,257 200,258
9 197,200 221,203 202,258 224,258
4 224,203 245,206 226,259 247,259
7 247,206 267,208 249,259 268,260
plate 45,154 273,187 70,272 273,273
25 376,258 384,258 381,274 388,274
33 385,258 395,257 389,274 399,274
32 396,257 405,256 399,274 408,274
1 410,256 420,255 413,274 423,273
1 421,255 434,254 424,273 436,273
8 435,253 447,252 437,273 449,273
4 449,252 464,251 450,273 464,273
plate 374,252 467,242 381,278 467,277
