22 243,300 249,299 239,312 245,311
14 249,299 256,298 245,311 252,311
16 256,298 262,297 252,311 259,311
6 266,297 273,296 262,311 270,310
8 274,296 282,295 271,310 280,310
7 283,295 294,293 281,310 292,310
0 295,293 305,291 293,309 305,309
plate 245,295 310,284 237,315 309,314
31 321,357 327,356 313,371 319,370
12 328,355 335,354 319,370 326,370
21 336,354 344,352 328,370 336,369
9 347,352 357,350 340,369 350,368
5 358,350 369,348 351,368 363,368
6 371,347 385,345 366,367 381,367
9 386,344 403,341 382,366 402,365
plate 324,352 408,333 309,375 407,374
