24 21,268 35,267 11,297 25,297
20 36,267 50,266 26,297 41,297
27 51,266 65,265 42,297 58,296
8 72,264 87,263 65,296 81,296
9 89,263 105,262 83,296 101,296
6 107,262 124,260 103,296 122,295
8 126,260 145,259 124,295 144,295
plate 24,257 150,245 6,306 150,306
31 298,172 305,171 291,190 299,190
19 307,171 315,169 300,190 309,189
12 317,169 327,168 310,189 321,189
9 332,167 344,165 326,188 339,188
4 345,165 359,163 340,188 355,187
0 360,163 376,160 356,187 373,186
3 378,160 396,157 376,186 395,186
plate 299,166 402,147 288,195 401,194
