33 84,383 98,382 96,409 110,409
24 100,382 116,380 111,409 126,409
22 117,380 135,378 128,409 145,408
7 143,377 163,375 152,408 171,408
7 165,375 187,373 173,408 194,407
0 190,372 215,370 196,407 219,407
2 218,370 247,367 222,407 248,406
plate 78,373 254,349 97,415 255,414
21 233,31 252,29 239,68 258,68
32 253,29 275,27 260,68 281,67
13 277,27 299,26 283,67 304,67
8 310,25 335,23 315,67 339,66
0 337,22 364,20 342,66 367,66
8 368,20 397,17 371,66 399,65
2 399,17 431,15 401,65 432,65
plate 227,16 441,-6 239,78 441,77
