30 51,159 68,157 66,189 82,189
27 70,157 89,155 84,189 102,188
14 91,155 111,153 104,188 123,188
6 122,152 145,150 133,187 155,187
8 148,149 175,147 157,187 183,186
9 178,147 207,144 185,186 212,186
3 211,143 245,140 216,186 246,185
plate 43,146 254,117 68,197 255,196
15 150,241 168,239 155,275 173,274
11 170,239 189,238 175,274 194,274
12 191,237 211,236 195,274 215,274
2 222,235 244,233 225,273 247,273
1 246,233 272,230 249,273 274,272
6 274,230 300,228 276,272 302,272
8 304,228 333,225 306,272 334,271
plate 146,227 342,205 155,284 342,283
