14 90,376 96,376 94,386 100,386
12 96,375 103,375 101,386 108,386
32 103,375 111,374 108,386 115,386
0 114,373 123,372 118,386 127,385
3 125,372 134,371 128,385 137,385
6 135,371 148,369 138,385 150,385
6 149,369 162,368 151,385 163,384
plate 87,371 167,358 95,389 168,389
14 217,143 236,145 205,188 226,189
14 237,145 255,147 227,189 248,189
17 256,147 273,148 249,189 267,190
5 281,149 295,151 275,190 291,190
3 297,151 311,152 293,190 308,191
8 312,152 326,154 310,191 324,191
5 327,154 339,155 326,191 339,192
plate 219,126 343,142 198,202 343,203
