31 53,329 69,327 65,358 81,357
14 70,327 89,324 83,357 101,357
14 91,324 111,322 103,357 122,356
4 121,320 147,317 132,356 156,355
9 149,317 177,314 158,355 185,355
0 181,313 214,309 188,354 219,354
6 217,309 255,304 222,354 257,353
plate 45,317 268,280 67,365 268,364
24 224,398 246,400 228,442 250,442
30 247,400 268,401 251,442 271,442
28 269,401 289,402 272,442 291,443
2 297,403 315,404 300,443 317,443
1 317,404 334,405 319,443 335,443
5 335,406 351,407 337,443 352,444
5 353,407 368,408 354,444 368,444
plate 219,379 373,392 227,453 373,454
