21 366,253 390,254 378,298 400,298
24 391,254 414,256 401,298 422,299
12 415,256 437,258 423,299 443,299
2 446,259 464,260 451,299 468,299
5 466,260 484,262 470,299 486,300
2 486,262 502,263 488,300 504,300
9 504,263 520,264 505,300 520,300
plate 357,231 524,248 378,309 524,310
18 67,46 83,49 62,87 80,88
30 86,49 100,52 82,88 98,89
15 103,52 117,54 100,89 115,90
0 123,55 136,57 121,90 134,90
5 136,57 148,59 135,90 147,91
1 149,59 160,61 148,91 159,91
2 161,61 170,62 161,91 170,92
plate 66,31 173,52 58,99 173,100
