30 71,282 84,280 77,306 90,305
24 85,280 100,278 91,305 107,305
10 102,277 119,275 108,305 124,304
6 128,274 149,270 134,304 154,303
8 151,270 177,266 156,303 181,302
5 179,266 209,261 184,302 212,301
7 214,261 251,255 217,301 252,300
plate 67,272 263,233 78,312 263,311
28 371,256 386,257 360,295 377,295
18 388,257 404,258 379,295 396,295
10 405,258 420,259 397,295 414,296
6 426,260 439,261 421,296 435,296
9 441,261 453,262 437,296 451,296
7 455,262 468,263 452,296 466,297
3 469,263 481,264 467,297 481,297
plate 373,243 484,252 355,307 484,307
