22 68,401 79,401 62,427 73,427
27 81,401 92,400 75,427 87,427
21 94,400 106,400 89,427 102,427
4 112,399 124,399 107,427 121,427
0 125,399 139,398 122,426 136,426
9 140,398 153,398 137,426 152,426
4 155,398 169,397 154,426 168,426
plate 69,392 173,387 58,435 172,435
32 350,69 359,69 344,89 354,89
10 360,69 369,70 355,89 365,90
28 369,70 377,70 365,90 374,90
1 381,70 389,71 378,90 387,90
6 390,71 397,71 388,90 395,90
1 397,71 405,72 396,90 404,90
7 406,72 412,72 405,90 412,90
plate 352,61 414,65 342,96 414,96
