15 321,374 329,373 315,392 324,391
15 330,373 339,372 324,391 334,391
14 341,372 350,370 335,391 345,391
2 354,370 365,369 350,391 361,390
0 366,369 378,368 362,390 375,390
6 380,367 393,366 377,390 391,389
6 394,366 408,364 392,389 407,389
plate 323,367 412,355 312,397 411,397
29 85,442 107,446 74,494 98,495
30 108,446 127,449 99,495 121,496
21 128,449 146,452 122,496 141,497
1 153,454 168,456 149,497 165,498
3 169,457 183,459 166,498 181,499
3 184,459 196,461 182,499 195,499
3 197,461 208,463 196,500 208,500
plate 86,422 212,450 67,510 211,511
