11 73,466 82,465 70,485 79,485
22 83,465 92,464 80,485 89,484
11 94,464 104,463 91,484 102,484
6 109,463 120,462 106,484 118,484
8 121,462 133,461 119,484 131,483
8 135,460 148,459 134,483 147,483
4 150,459 164,458 149,483 164,482
plate 74,459 168,448 68,490 168,490
18 91,215 109,214 102,247 119,247
31 110,213 130,212 121,247 139,246
25 131,212 152,210 141,246 161,246
1 161,210 184,208 169,246 191,245
4 186,208 210,206 193,245 215,245
9 213,206 239,204 218,245 242,245
6 241,204 270,202 244,245 270,244
plate 84,201 276,183 104,255 277,255
