27 68,272 84,274 71,308 87,309
22 86,274 102,275 89,309 104,309
22 104,275 119,276 106,309 121,309
0 126,277 140,278 127,309 141,310
1 141,278 155,279 142,310 155,310
9 155,279 168,280 156,310 169,310
9 170,280 181,281 170,310 181,310
plate 64,258 185,270 69,318 185,318
24 298,198 311,196 291,224 303,223
14 312,196 326,193 305,223 319,222
19 328,193 343,190 320,222 336,222
3 352,189 371,186 345,221 365,220
4 373,185 397,181 367,220 391,219
9 399,181 426,177 394,219 422,218
5 430,176 463,170 426,217 461,216
plate 300,188 473,152 288,231 472,229
